image_path,url,label
images_test\legitimate\www.ebay.com-f9da97f32512a870.png,https://www.ebay.com/sch/i.html?_nkw=2011+Topps+-+Diamond+Anniversary+147+Jon+Niese,legitimate
images_test\legitimate\www.tribalmixes.com-2981dff6bf0edea7.png,https://www.tribalmixes.com/details.php?id=66431,legitimate
images_test\legitimate\www.answers.com-866e6d8ca9e5325a.png,https://www.answers.com/topic/the-northern-pikes,legitimate
images_test\legitimate\www.nydailynews.com-5d0c8e5d69cf107b.png,https://www.nydailynews.com/topics/Paramount%20Pictures%20Corporation,legitimate
images_test\legitimate\www.kickoff.com-ff28616314df0ad5.png,https://www.kickoff.com/team/atlie-fc/,legitimate
images_test\legitimate\www.championshipproductions.com-1d7134ac04275ce9.png,https://www.championshipproductions.com/cgi-bin/champ/p/Basketball/Jamie-Dixon-Team-Defense-Philosophy-Drills_BD-03816.html,legitimate
images_test\legitimate\www.ethnicelebs.com-dd7a948bd85e44a8.png,https://www.ethnicelebs.com/jennifer-connelly,legitimate
images_test\legitimate\www.lincolnbus.com-87b10611a2aff995.png,https://www.lincolnbus.com/,legitimate
images_test\legitimate\www.linkedin.com-e472a1ef69daeaf4.png,https://www.linkedin.com/company/level-3-communications,legitimate
images_test\phishing\artecapital.com.br-8db5c07c9c4bc43e.png,http://artecapital.com.br/wp-includes/bofs/home/reconfirm.php?login_submit&amp;id=7722f3a7d8fbaa3fc2c2c2577728ae7c7722f3a7d8fbaa3fc2c2c2577728ae7c&amp;session=7722f3a7d8fbaa3fc2c2c2577728ae7c7722f3a7d8fbaa3fc2c2c2577728ae7c,phishing
images_test\legitimate\www.tv.yahoo.com-72eec1a5502aebee.png,https://www.tv.yahoo.com/larry-riley/contributor/870651,legitimate
images_test\legitimate\www.cosmicfingerprints.com-f52085d8cd5945c4.png,https://www.cosmicfingerprints.com/,legitimate
images_test\legitimate\www.austinpartners.org-af9db4c96565ee3c.png,https://www.austinpartners.org/pil,legitimate
images_test\legitimate\www.cleveland.com-7cf475d5afa4c0e2.png,https://www.cleveland.com/osu/index.ssf/2010/02/ohio_state_buckeyes_and_michig.html,legitimate
images_test\phishing\sites.google.com-5824265aa553a0d4.png,https://sites.google.com/site/help444552211477/,phishing
images_test\legitimate\www.huffingtonpost.com-194659ad72be66d9.png,https://www.huffingtonpost.com/2011/09/27/mark-melvin-sues_n_983296.html,legitimate
images_test\legitimate\www.myshopping.com.au-9858e36ce63ff9c2.png,https://www.myshopping.com.au/ZM--841382379_Laptops,legitimate
images_test\phishing\tiny.cc-d3a4f32ddf936336.png,http://tiny.cc/oujt0x,phishing
images_test\phishing\hnsdedu.net-6e5e254095214479.png,http://hnsdedu.net/9l27sq5hcj,phishing
images_test\legitimate\www.mylife.com-d3044714be721646.png,https://www.mylife.com/c-1228870072,legitimate
images_test\legitimate\www.change.org-f7bb0a363cac14f3.png,https://www.change.org/petitions/tell-gov-schwarzenegger-to-pardon-eddy-zheng,legitimate
images_test\legitimate\www.yasni.com-8e7c57eedd26f276.png,https://www.yasni.com/courtney+fisher/check+people,legitimate
images_test\phishing\sites.google.com-0834074e68396a2e.png,https://sites.google.com/view/appunblockhelp/home,phishing
images_test\legitimate\www.facebook.com-d7b34ab711e7f325.png,https://www.facebook.com/pages/Walt-Disney-Motion-Pictures-Group/108124839215064,legitimate
images_test\phishing\juicecrafters.com-761438086e9c34cf.png,http://juicecrafters.com/hub/cashe.php,phishing
images_test\phishing\prosistech.net-d2d6b22418efc5b9.png,http://prosistech.net/wp/wp-content/plugins/wpsecone/microsoft.secure.encryptedmail.service.login/763528482739423908665316258358992185381/index.php?loginid=abuse@canyonpartners.com,phishing
images_test\legitimate\www.myspace.com-23b3444ff2f6967c.png,https://www.myspace.com/heatheroneillmusic,legitimate
images_test\legitimate\www.facebook.com-9859e64c4fd4b666.png,https://www.facebook.com/people/Jason-Cropper/630278831,legitimate
images_test\legitimate\www.twitter.com-ca4e75a2a42418f9.png,https://www.twitter.com/caitlinmatey,legitimate
images_test\legitimate\www.music.yahoo.com-4e4561dd3312747c.png,https://www.music.yahoo.com/ghislain-poirier/,legitimate
images_test\legitimate\www.montrealgazette.com-c081d141f657c4e2.png,https://www.montrealgazette.com/music+Feist+Paul+McCartney+Adam+Cohen+Shadow+more/5496781/story.html,legitimate
images_test\legitimate\www.mylife.com-68c67f5ac95f306d.png,https://www.mylife.com/frankreyesrosas,legitimate
images_test\legitimate\www.twitter.com-d6b304322ed50195.png,https://www.twitter.com/gohawklets,legitimate
images_test\legitimate\www.maverickmultimedia.com-59d680c6f9277875.png,https://www.maverickmultimedia.com/,legitimate
images_test\phishing\bibekpoudel.com-2c5ad5c6fe8dd3d8.png,https://bibekpoudel.com/admin/inc/myaccount/signin/?country.x=US&locale.x=en_US,phishing
images_test\legitimate\www.scribd.com-db89b4e15a7d1bf7.png,https://www.scribd.com/doc/45014103/Website-Design-and-Development-100-Questions-to-Ask-Before-Building-a-Website,legitimate
images_test\legitimate\www.mylife.com-fcc58f724af1e21f.png,https://www.mylife.com/youngwc,legitimate
images_test\legitimate\www.pitchfork.com-4e7e49e4ed124a73.png,https://www.pitchfork.com/reviews/albums/13979-broken-bells/,legitimate
images_test\legitimate\www.facebook.com-9f7d89a66eb25a1d.png,https://www.facebook.com/manuel.lopezromero,legitimate
