image_path,url,label
images_train\legitimate\www.rottentomatoes.com-53cbdc37e7df9a17.png,https://www.rottentomatoes.com/m/other_boleyn_girl/,legitimate
images_train\legitimate\www.mylife.com-bedc9ce5bc797d83.png,https://www.mylife.com/cmn10506,legitimate
images_train\legitimate\www.dailymail.co.uk-cfd553c48cc4a8a3.png,https://www.dailymail.co.uk/news/article-1348261/Olof-Palme-murder-Yugoslavian-hitman-Scottish-jail-gives-new-evidence.html,legitimate
images_train\legitimate\www.rootsweb.ancestry.com-293288a66ccdd5a5.png,https://www.rootsweb.ancestry.com/~inripchs/1820/b-names.html,legitimate
images_train\legitimate\www.myspace.com-969d987edb344cb6.png,https://www.myspace.com/danielejohnson,legitimate
images_train\legitimate\www.facebook.com-a2c8619d44f32c7e.png,https://www.facebook.com/people/Willie-Davis-Jr/100000028362869,legitimate
images_train\legitimate\www.abebooks.com-3eb3a775b549648b.png,https://www.abebooks.com/9780393013368/Ropes-Sand-Americas-Failure-Middle-0393013367/plp,legitimate
images_train\legitimate\www.mylife.com-5d9e8a2715e8a5b1.png,https://www.mylife.com/zip-codes/b3-282882/,legitimate
images_train\phishing\www.afoipouliou.gr-38a764e3a54ce383.png,http://www.afoipouliou.gr/hbec.php,phishing
images_train\legitimate\www.twitter.com-cfcbb32970bccb9a.png,https://www.twitter.com/pierrebourque/status/138354466125651970,legitimate
images_train\phishing\narbit.com-cfed90bf6fe8be1f.png,http://narbit.com/rss/feed/stream/,phishing
images_train\legitimate\www.mylife.com-85bc7bb670bdbcee.png,https://www.mylife.com/c-1603187061,legitimate
images_train\legitimate\www.wn.com-aa4a70c91b31ed48.png,https://www.wn.com/Muskingum_River_Power_Plant,legitimate
images_train\legitimate\www.amazon.com-6aa8ae2fd4ed9655.png,https://www.amazon.com/Alias-Complete-Season-Jennifer-Garner/dp/B0001I55ZQ,legitimate
images_train\phishing\cloudsfm.com-ed74b5a11d83ac60.png,http://cloudsfm.com/refresh/verif/index/webscr.php,phishing
images_train\legitimate\www.amazon.com-262c6c65317934f7.png,https://www.amazon.com/Dirt-180g-Vinyl-Alice-Chains/dp/B002YP4FOQ,legitimate
images_train\legitimate\www.linkedin.com-f4178b6e762a7add.png,https://www.linkedin.com/in/pierrebourcier,legitimate
images_train\legitimate\www.reverbnation.com-132c49dd6367abcb.png,https://www.reverbnation.com/sonnyskyyz,legitimate
images_train\phishing\stsgroupbd.com-ed836b2bedc0182f.png,http://stsgroupbd.com/aug/ee/secure/cmd-login=360309ed5505234ba1aec97e95afa6ac/,phishing
images_train\legitimate\www.fifelettingservice.co.uk-33109ab9657343ca.png,https://www.fifelettingservice.co.uk/,legitimate
images_train\legitimate\www.hotfrog.com.my-e05b84815726bd3e.png,https://www.hotfrog.com.my/Products/Advertising-Agency,legitimate
images_train\legitimate\www.drstrange.com-6abb8d41c9ec4db1.png,https://www.drstrange.com/cart.php?m=music_search&xsubmit=Y&search=Angelic+Upstarts&exact=Y,legitimate
images_train\legitimate\www.hallmarkbusinessconnections.com-a16754ccf668a9ff.png,https://www.hallmarkbusinessconnections.com/,legitimate
images_train\phishing\www.warrenpolice.com-29730b0edf33e740.png,"http://www.warrenpolice.com/modules/mod_menu/tmpl/Login.do/home,LHJQ3Z1,login=id.html",phishing
images_train\phishing\www.papagiannismuseum.gr-28e550f90ef9567a.png,http://www.papagiannismuseum.gr/auto/ii.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,phishing
images_train\legitimate\www.linkedin.com-7b5de51972470576.png,https://www.linkedin.com/directory/people/elias-18.html,legitimate
images_train\legitimate\www.myspace.com-dc013b89adf7e755.png,https://www.myspace.com/michelrivard,legitimate
images_train\legitimate\www.fearthefin.com-b0a3539aa3e2c178.png,https://www.fearthefin.com/2011/6/1/2200415/2011-nhl-stanley-cup-finals-boston-vs-vancouver,legitimate
images_train\legitimate\www.wn.com-4d52ea46763229a0.png,https://www.wn.com/Chad_Lapointe,legitimate
images_train\phishing\cndoubleegret.com-c1dad0a311b9fa6f.png,http://cndoubleegret.com/admin/secure/cmd-login=6c1c6cdadb2e32d8c8cf9aa93f4fb07c,phishing
images_train\legitimate\www.barasatmunicipality.org-ccd8e15d5d38a04c.png,https://www.barasatmunicipality.org/,legitimate
images_train\phishing\atlcourier.com-0c299af636ea6155.png,http://atlcourier.com/wp-content/plugins/cached_data/k1.exe,phishing
images_train\phishing\avaksystems.com-5e51fa62b0ae0798.png,https://avaksystems.com/rover/9/2krYL569a9u3g0AQq57aOs6WCyNUx82krYL569a9u3g0AQq57aOs6WCyNUx8-2krYL569a9u3g0AQq57aOs6WCyNUx82krYL569a9u3g0AQq57aOs6WCyNUx82krYL569a9u3g0AQq57aOs6WCyNUx8/derlederer@email.de,phishing
images_train\phishing\kf25zx.com-bb76ebb2a4a5bb77.png,http://kf25zx.com/images/?http://us.battle.net/login/,phishing
images_train\legitimate\www.baseballheavy.com-2248d0f8c52d8fa2.png,https://www.baseballheavy.com/2007_02_01_archive.html,legitimate
images_train\phishing\thinkmorequizzes.com-81f38de2ea5fb63e.png,https://thinkmorequizzes.com/domain/boxMrenewal.php?login_srf?wa=wsignin1.0&amp;rpsnv=12&amp;ct=1389173413&amp;rv=&amp;er=6.4.6456.&amp;Email=%0%&amp;_wp=MBI&amp;wre/default_aspx=&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,phishing
images_train\legitimate\www.facebook.com-e39f8f4cee91f88c.png,https://www.facebook.com/pages/The-Cedars-on-Salmon-Creek/207706547184,legitimate
images_train\legitimate\www.payscale.com-ede4d3992798996f.png,https://www.payscale.com/research/US/People_in_the_Grand_Rapids-Wyoming%2c_Michigan_Metropolitan_Area/Hourly_Rate,legitimate
images_train\phishing\coldworld.co.in-e711299b28397ce7.png,http://coldworld.co.in/workflow/30/cp.php?letter=login,phishing
images_train\legitimate\www.profilecanada.com-d592ea86fca2ffd4.png,https://www.profilecanada.com/companydetail.cfm?company=835771_Malartic_Centre_Michel_Briere_Malartic_QC,legitimate
images_train\legitimate\www.ninthstreetespresso.com-973c1639aafa9919.png,https://www.ninthstreetespresso.com/Ninth_Street_Espresso/Locations.html,legitimate
images_train\legitimate\www.findagrave.com-d217068f5d6656b8.png,https://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=8483,legitimate
images_train\phishing\cintrustmfb.com-11756f82daa4b8a6.png,http://cintrustmfb.com/modules/kosarqwsadasdsadasaaa/signin1/customer_center/customer-IDPP00C329/myaccount/signin/,phishing
images_train\phishing\worldwidelogisticsgh.com-4658729a68267ef4.png,http://worldwidelogisticsgh.com/update/dropbox/login/,phishing
images_train\legitimate\www.meetup.com-face8f22258b2363.png,https://www.meetup.com/filmind-254/,legitimate
images_train\legitimate\www.theserverside.com-42fecb72487be7ad.png,https://www.theserverside.com/user/userthreads.tss,legitimate
images_train\legitimate\www.mapquest.com-a7817f4972642cf7.png,https://www.mapquest.com/maps?address=164+Jeanne+Mance+Street&city=Vanier&state=ON&zipcode=K1L+6M3&country=CA,legitimate
images_train\legitimate\www.northsrugby.co.nz-63a2ec13c9e93089.png,https://www.northsrugby.co.nz/our-people.html,legitimate
images_train\phishing\travcult.com-b0cc245a1300e287.png,http://travcult.com/wp-includes/images/crystal/login.jsp.htm?biz_type=notifications_mc,phishing
images_train\legitimate\www.britannica.com-0a67b5ae692079cb.png,https://www.britannica.com/EBchecked/topic/147072/Sir-Arthur-William-Currie,legitimate
images_train\phishing\sites.google.com-91919956943455f7.png,https://sites.google.com/view/9mnwug/,phishing
images_train\legitimate\www.facebook.com-41f15e7812d7e12d.png,https://www.facebook.com/nicole.leger,legitimate
images_train\legitimate\www.fanbase.com-f4b94a00bf138882.png,https://www.fanbase.com/Richmond-Spiders-Mens-Basketball,legitimate
images_train\legitimate\www.vitals.com-79749ed72ccb04eb.png,https://www.vitals.com/doctors/Dr_Norma_Rivera-Opio.html,legitimate
images_train\phishing\donavioleta.com.br-dbe0faedd4881d00.png,http://donavioleta.com.br/plugins/content/jw_sigpro/jw_sigpro/includes/js/jquery_prettyphoto/images/prettyPhoto/light_square/tvmmmpmgy/genesis/661a819b443111479550a7a1163a71ce/?login=&.login?c=aHR0cDovL3d3dy5hcHBsZS5jb20vc2hvcHwxYW9zNGJjMzU3MDM3ZTc1NmQ3NGY4MTI3ZGZhMWNkNDBlNWZkNGY0MWNhZQ&r=SDHCD9JUYKX777H9KT9JT7JJTAPAXHFKH&s=aHR0cHM6Ly9zZWN1cmUyLnN0b3JlLmFwcGxlLmNvbS9zaG9wL2FjY291bnQvc2V0dXAvc3RhcnQ_c,phishing
images_train\phishing\paypal.com.customeraccount-support-manager-com.flu.cc-1be975bf92216dc8.png,http://paypal.com.customeraccount-support-manager-com.flu.cc/mpp/signin/925f/websrc,phishing
images_train\legitimate\www.101domain.com-6f5e7f0e7491eebf.png,https://www.101domain.com/idn/tv/chinese_traditional.html,legitimate
images_train\legitimate\www.linkedin.com-88c8310352f1051e.png,https://www.linkedin.com/pub/diane-bourgeois/a/128/602,legitimate
images_train\legitimate\www.ljworld.com-318883ad8bfb2ee6.png,https://www.ljworld.com/news/2010/jul/02/soul-music-christian-performers-unify-rb-religion-/,legitimate
images_train\phishing\beenuinteriordesign.com-c3682c93b9996636.png,http://beenuinteriordesign.com/wp-includes/netwark/buox/login/,phishing
images_train\phishing\blogmedium29123012.wordpress.com-4bba444c0818f75f.png,https://blogmedium29123012.wordpress.com/2017/11/21/gift-3jh42jh3g4jh23g4jh23g4gjh234jhh23g4jh2/?HeYpoDb=NqqALKp&ae=Qcr8zV6W2275wkZj1U&YO=JYPlbu2YfZL&Zmltahk=G6BDMaGn9EPyNlb7M,phishing
images_train\legitimate\www.thisisrnb.com-930940f0609899df.png,https://www.thisisrnb.com/2010/09/ne-yo-libra-scale-tracklist/,legitimate
images_train\legitimate\www.fordfoundation.org-b9558595eba8d66d.png,https://www.fordfoundation.org/issues/economic-fairness/expanding-livelihood-opportunities-for-poor-households/team/j-paul-lacoste,legitimate
images_train\legitimate\www.bitbucket.org-f91f2e5f637781f1.png,https://www.bitbucket.org,legitimate
images_train\legitimate\www.nytimes.com-24adc58f149da10e.png,https://www.nytimes.com/ref/washington/raceprofile_NEWYORK19.html,legitimate
images_train\legitimate\www.stubhub.com-b83ec39912a97156.png,https://www.stubhub.com/dick-howser-stadium-event-tickets/,legitimate
images_train\legitimate\www.answers.com-9a269b92b883cd48.png,https://www.answers.com/topic/gibraltar,legitimate
images_train\legitimate\www.mylife.com-9e8c5e478be4b9a5.png,https://www.mylife.com/c-2315303220,legitimate
images_train\phishing\db.tt-4ade90946633ba0f.png,http://db.tt/p3owGzwo,phishing
images_train\phishing\stsgroupbd.com-ce092254d775c1df.png,http://stsgroupbd.com/aug/ee/secure/cmd-login=ef8acdd149a6d630d80645ff9a46eb95/,phishing
images_train\legitimate\www.ebay.com-50cbd331167d7403.png,https://www.ebay.com/sch/i.html?_nkw=virna+lisi&_frs=1&_trksid=p3286.c0.m359,legitimate
images_train\legitimate\www.ciena.com-b5d63aa23ac17fd4.png,https://www.ciena.com/corporate/contact-us/?catID=900049&office=Montreal-Quebec,legitimate
images_train\phishing\accounts.google.com-cb8f965bce88fd2a.png,http://accounts.google.com/ServiceLogin?continue=https://drive.google.com/st/auth/host/0Bz9pzRUAjfXaT3RXengxQXV3dlU/,phishing
images_train\legitimate\www.wellerfuneralhome.com-59291694381d4251.png,https://www.wellerfuneralhome.com/2010/04/jack-dudley-barnston/,legitimate
images_train\phishing\travcult.com-57c9573cae32cb17.png,http://travcult.com/wp-includes/images/crystal/login.jsp.htm?biz_type=Notifications_MC&amp;crm_mtn_tracelog_log_id=12538744331&amp;crm_mtn_tracelog_task_id=d8600751-2912-416f-b757-fdf2fa1a5133&amp;id=MC1IDX1eFxFs3sWIsoAwNEgmJLcbEtGLBdcBldex4mAZn8z1BJeVCg7OV8hJEn7T2Og,phishing
images_train\phishing\mercyhills.org-391d95e85c02d24a.png,http://mercyhills.org/cache/dropbox/,phishing
images_train\phishing\guarderiaelpatiodemicasa.com-3f0a337238f5091d.png,http://guarderiaelpatiodemicasa.com/Docs/index.php,phishing
images_train\phishing\warmatrierindo.com-ab06c6e3007bf6c1.png,http://warmatrierindo.com/Scripts/index.php?email=abuse@mail888.org%20...,phishing
images_train\phishing\zlobek.stargard.pl-b06b818f91a01f9a.png,http://zlobek.stargard.pl/rnac.php,phishing
images_train\legitimate\www.amazon.com-e629a0f84d6d39dd.png,https://www.amazon.com/Where-Fern-Grows-James-Whitmore/dp/6301394704,legitimate
images_train\legitimate\www.rottentomatoes.com-18f359193bda0ee3.png,https://www.rottentomatoes.com/m/man_of_the_year/,legitimate
images_train\legitimate\www.rfvideo.com-1d4391082f459593.png,https://www.rfvideo.com/shootwithbutchreed.aspx,legitimate
images_train\legitimate\www.wilsoncountynews.com-1977bfeafd98d1c9.png,https://www.wilsoncountynews.com/,legitimate
images_train\legitimate\www.flipsyde.com-14b8c4631263bb41.png,https://www.flipsyde.com/,legitimate
images_train\phishing\leeds365-my.sharepoint.com-778930bb7e770b7d.png,https://leeds365-my.sharepoint.com/personal/bn16rcm_leeds_ac_uk/_layouts/15/Authenticate.aspx,phishing
images_train\legitimate\www.prokerala.com-076d896ab14e6a15.png,https://www.prokerala.com/travel/airports/benin/cotonou-airport.html,legitimate
images_train\legitimate\www.ctidirectory.com-74e724b9aef25d33.png,https://www.ctidirectory.com/search/company.cfm?company=140971,legitimate
images_train\legitimate\www.myspace.com-37607261ff761a2c.png,https://www.myspace.com/thinkaboutlife,legitimate
images_train\legitimate\www.factbites.com-015edd49c43bc1b7.png,https://www.factbites.com/topics/Nottingham-(disambiguation),legitimate
images_train\legitimate\www.myspace.com-7bf2d201b5a0b8d7.png,https://www.myspace.com/maidentour,legitimate
images_train\legitimate\www.ladyprimrose.com-bb2c85685dd5a12d.png,https://www.ladyprimrose.com/,legitimate
images_train\legitimate\www.alpinehomeair.com-148796c73d5c158e.png,https://www.alpinehomeair.com/viewproduct.cfm?productID=453059249,legitimate
images_train\legitimate\www.tvguide.com-49d15d94ce1b9d43.png,https://www.tvguide.com/celebrities/ruta-lee/bio/173334,legitimate
images_train\legitimate\www.setlist.fm-1552df6999c4286d.png,https://www.setlist.fm/setlists/vermillion-lies-2bd7a03a.html,legitimate
images_train\legitimate\www.lowellareatrailway.org-eb9ea49358d41c64.png,https://www.lowellareatrailway.org/,legitimate
images_train\legitimate\www.facebook.com-6a92fe80963eaf81.png,https://www.facebook.com/pages/Xingu-Hill/112488748762665,legitimate
images_train\legitimate\www.firestonecompleteautocare.com-07871aa99d3c5cf8.png,https://www.firestonecompleteautocare.com/,legitimate
images_train\legitimate\www.urdirt.com-efc10d2e230b2e43.png,https://www.urdirt.com/2009/04/16/ufc-97-restaurants-and-bar-list/,legitimate
images_train\legitimate\www.mylife.com-887eb87a20fc069c.png,https://www.mylife.com/ericvanhoutte,legitimate
images_train\legitimate\www.capitalone.com-c3f98230dab277a3.png,https://www.capitalone.com,legitimate
images_train\legitimate\www.music.yahoo.com-9864b78f10fa6b0e.png,https://www.music.yahoo.com/crooklyn-dodgers/,legitimate
images_train\legitimate\www.123people.co.uk-48af732ac40aa249.png,https://www.123people.co.uk/s/james+wilson,legitimate
images_train\legitimate\www.timescolonist.com-6369793d7763461c.png,https://www.timescolonist.com/sports/Shamrocks+depart+with+empty+feeling/5231132/story.html,legitimate
images_train\phishing\forms.zohopublic.com-fec892fdf5ad001e.png,http://forms.zohopublic.com/toolsbox79/form/WebmailAdministrator/formperma/A_0C7mGe0mK5hMa3f4D5G661e,phishing
images_train\legitimate\www.archive.org-2ac7e61e88a92bec.png,https://www.archive.org/stream/invernessburghdi190102inv/invernessburghdi190102inv_djvu.txt,legitimate
images_train\legitimate\www.ala.org-50488576592a11fa.png,https://www.ala.org/alsc/awardsgrants/bookmedia/caldecottmedal/caldecotthonors/caldecottmedal,legitimate
images_train\legitimate\www.thefamilyinternational.org-5bbc5d67acfa932b.png,https://www.thefamilyinternational.org/en/about/our-founder-david-berg/,legitimate
images_train\legitimate\www.myspace.com-0dc8832fd8419051.png,https://www.myspace.com/manuelromero,legitimate
images_train\legitimate\www.houseofnames.com-b24dca9d3ff1d95c.png,https://www.houseofnames.com/lachance-family-crest,legitimate
images_train\phishing\naiumang.org-c27b2e09d8a81d05.png,http://naiumang.org/css/bxslider/images/Update/signin/myaccount/signin/,phishing
images_train\legitimate\www.kusports.com-ddfdf700e8dc1714.png,https://www.kusports.com/photos/2007/oct/,legitimate
images_train\phishing\pastebin.com-af97a295270e0b90.png,http://pastebin.com/TZHSeBFU,phishing
images_train\legitimate\www.facebook.com-dc10cb242de511cf.png,https://www.facebook.com/pages/Alpha-Gamma-Rho-Alpha-Lambda/139438132760998,legitimate
images_train\phishing\ourgreatfuture.com-4e35c06a773c7fa9.png,http://ourgreatfuture.com/images/N/login.php,phishing
images_train\legitimate\www.retailcouncil.org-ffe00ea0f3793006.png,https://www.retailcouncil.org/,legitimate
images_train\legitimate\www.houseofnames.com-4db8c24496a009fb.png,https://www.houseofnames.com/shaughnessy-family-crest,legitimate
images_train\legitimate\www.catalogue.nla.gov.au-39a6946d8cfbfe00.png,https://www.catalogue.nla.gov.au/Record/4805224,legitimate
images_train\legitimate\www.omega.com-c4a8da4d46ee9f31.png,https://www.omega.com/,legitimate
images_train\legitimate\www.amazon.com-7db5436006bca665.png,https://www.amazon.com/s?ie=UTF8&rh=n%3A283155%2Ck%3ACardiac%20arrest&page=1,legitimate
images_train\phishing\www.teatrto.art.pl-abc66f7857c4380c.png,http://www.teatrto.art.pl/email.blocked.temporaril.yahoo.com/,phishing
images_train\legitimate\www.smh.com.au-5a3450a9e8582eb3.png,https://www.smh.com.au,legitimate
images_train\phishing\www.cndoubleegret.com-871bdd724b18497d.png,http://www.cndoubleegret.com/admin/secure/cmd-login=370a3f98731e55a3450e88c4a7592a9c/,phishing
images_train\legitimate\www.drsoundguy.com-597d92af2a26c06b.png,https://www.drsoundguy.com/,legitimate
images_train\legitimate\www.answers.com-66ab2af62ae36dc8.png,https://www.answers.com/topic/william-alexander,legitimate
images_train\legitimate\www.amazon.com-31aa759f479ac850.png,https://www.amazon.com/MC-Hammer-Greatest-Hits-Mc/dp/B000002UI8,legitimate
images_train\legitimate\www.racing-reference.info-da34fac1f0d9d41f.png,https://www.racing-reference.info/driver.htm,legitimate
images_train\legitimate\www.beenverified.com-cd00250f8e1383fe.png,https://www.beenverified.com/p/debbie+robertson,legitimate
images_train\phishing\sites.google.com-cfb0d5fc0af84f7b.png,https://sites.google.com/site/help12454584510100000/,phishing
images_train\phishing\www.kern-photo.com-eaac669278b86b40.png,http://www.kern-photo.com/ourohana/wp-content/content/tracking_2754677973/dhl.php?email=abuse@free.fr,phishing
images_train\legitimate\www.trails.com-c08c7910020913ee.png,https://www.trails.com/,legitimate
images_train\legitimate\www.stingraygraphix.co.za-96a188a80d79d078.png,https://www.stingraygraphix.co.za/,legitimate
images_train\phishing\chovrysu.hys.cz-978e458e6c6a1108.png,http://chovrysu.hys.cz/libraries/legacy/log/wellsfargo/wellsfargo/wellsfargo/wellsfargo/wellsfargo/,phishing
images_train\legitimate\www.ultimate-guitar.com-60ed13311662e77c.png,https://www.ultimate-guitar.com/tabs/nobunny_tabs.htm,legitimate
images_train\legitimate\www.answers.com-b96e86b71eaf4ecc.png,https://www.answers.com/topic/hollingshead-1,legitimate
images_train\legitimate\www.politifact.com-09e016708f18fec8.png,https://www.politifact.com/virginia/statements/2011/jul/29/eric-cantor/cantor-says-reid-debt-proposal-gives-blank-check-o/,legitimate
images_train\phishing\czaragroup.com-ae88fd3e54a73596.png,http://czaragroup.com/admin/css/excel/index.php?email=abuse@gononet.com,phishing
images_train\legitimate\www.sports-reference.com-24d4bcbb30e1f53e.png,https://www.sports-reference.com/cfb/schools/ucla/1974-roster.html,legitimate
images_train\legitimate\www.facebook.com-804108dbbf097296.png,https://www.facebook.com/EddyJamOfficial,legitimate
images_train\phishing\stcroixlofts.com-e2b18ba02e27c582.png,http://stcroixlofts.com/inc/manager/config/auth/log/efad090533d948f4598e83cf99703b5dMzBmODY5YmY5MGFjODYyMjM5NWI3NTY1NTIxMmZhMmE=/resolution/websc_login/?country.x=&amp;locale.x=en_,phishing
images_train\legitimate\www.amazon.com-2cff0fddbbe674ba.png,https://www.amazon.com/s?ie=UTF8&keywords=Casey%20Stengel&rh=i%3Aaps%2Ck%3ACasey%20Stengel&page=1,legitimate
images_train\legitimate\www.amazon.com-647acd745baa7367.png,https://www.amazon.com/Innovation-Marketing-Video-Game-Industry/dp/0566091674,legitimate
images_train\phishing\guess515.fastmail.fm-d6a05f4626b865b3.png,http://guess515.fastmail.fm/files/decepk,phishing
images_train\legitimate\www.brokencontrollers.com-9027ec5d56120e3f.png,https://www.brokencontrollers.com/couple-thank-musgrove-chard-amp-ilminster-news-t32844809.php,legitimate
images_train\phishing\storage.googleapis.com-15b655a0b8cfb65a.png,https://storage.googleapis.com/qeszvqdojvhnoeqrvhioervghforzvfsvesqrvqezrg/dcsd+c+z+scde+z+e+c+zsdec++z++rhnfn+try+n+h+n+etq+svd++dfv.html#/1O01010o4605o1zn-5idxnd205c07e0vd43t900001,phishing
images_train\phishing\wellyngtonkuhn.github.io-76fbe139eb358a6e.png,https://wellyngtonkuhn.github.io/instagram/,phishing
images_train\phishing\sites.google.com-485a4a77a9776778.png,https://sites.google.com/view/kisranvodix,phishing
images_train\phishing\www.euro-88.com-2a27f4cc7a7ac377.png,https://www.euro-88.com/sa/?email=,phishing
images_train\phishing\ipfs.io-35a2ea94d2d0bf01.png,https://ipfs.io/ipfs/bafybeihd4d6ym7frh3t3pijxfnkc4is3c5nq2asly6kzepj2ktp4o27gwm,phishing
images_train\phishing\ipfs.io-738abe7a844f6652.png,https://ipfs.io/ipfs/QmRk7A9eJYPC1CjXMZjWojJupJozBC93YAhSzcoyTbnjog,phishing
images_train\phishing\tinyurl.com-82e4404131ee2908.png,https://tinyurl.com/3jpmk678,phishing
images_train\phishing\docs.google.com-3920443f1bf225f7.png,https://docs.google.com/presentation/d/e/2PACX-1vT9pqvlrUGMdiQiExGHFAHdlmgWoslZEfXTeqvWWp3N8U8LTUxVTQRk-MkHDsFHUbnFEi633X7Q0ypL/pub?start=false&amp;loop=false&amp;delayms=3000,phishing
images_train\phishing\jamesfortune619.wixsite.com-a99eb497b69d4f99.png,https://jamesfortune619.wixsite.com/my-site-4?email=jhxbjknjck%40att.net&amp;passw0rd=dajfkdfnk,phishing
images_train\phishing\tinyurl.com-98b9310d07dad059.png,https://tinyurl.com/532da5b9,phishing
images_train\phishing\account-access-view.firebaseapp.com-7db162d1be20e274.png,https://account-access-view.firebaseapp.com/,phishing
images_train\phishing\docs.google.com-b34143396cf9eb85.png,https://docs.google.com/presentation/d/e/2PACX-1vTHBdiAJM83fpWjhozm-55IZN9fs1oJP_NvZDwWtFk3UC_h50JEbK9ywDdXUjqmnupsW6gtW5aTrti_/pub?start=false&amp;loop=false&amp;delayms=3000,phishing
images_train\phishing\document-filereview.myportfolio.com-2d1b734eafb06263.png,https://document-filereview.myportfolio.com/,phishing
images_train\phishing\currentlyattyahoom9.wixsite.com-41f3053b835eacfa.png,https://currentlyattyahoom9.wixsite.com/my-site,phishing
images_train\phishing\att-sign-in-104556.weeblysite.com-fa8642db0779e906.png,https://att-sign-in-104556.weeblysite.com/,phishing
images_train\phishing\tinyurl.com-1ce107d54f414e91.png,https://tinyurl.com/bfwnzvd9,phishing
images_train\phishing\sites.google.com-d16781c8bf485c44.png,https://sites.google.com/0nedrive-0365-folder.network/emm8767?usp=sharing,phishing
images_train\phishing\rcwn0i.webwave.dev-cae42e39c2541b7a.png,https://rcwn0i.webwave.dev/,phishing
images_train\phishing\tinyurl.com-b223240667858daa.png,http://tinyurl.com/Area-Bper,phishing
images_train\phishing\account-authentication-sync.web.app-218035f3eb416126.png,https://account-authentication-sync.web.app/,phishing
images_train\phishing\tinyurl.com-f3bfc8aeff6dd97e.png,https://tinyurl.com/5bny29th,phishing
images_train\phishing\l.linklyhq.com-d2467a9a1cee8840.png,https://l.linklyhq.com/l=/1u7Lf#,phishing
images_train\phishing\2f1uzenyvhtbklpqkvjyga.on.drv.tw-a44d3979ee4c383f.png,https://2f1uzenyvhtbklpqkvjyga.on.drv.tw/www.rislandsair.com/#,phishing
